severity,check,vehicle,row_ref,details
fail,dashboard_numeric_parse_error,IN110,IN10:3,sheet=IN10 row=3 field=bd_fee raw='#VALUE!'
fail,dashboard_numeric_parse_error,IN110,IN10:4,sheet=IN10 row=4 field=bd_fee raw='#VALUE!'
fail,dashboard_numeric_parse_error,IN110,IN10:5,sheet=IN10 row=5 field=bd_fee raw='#VALUE!'
fail,dashboard_numeric_parse_error,IN110,IN10:6,sheet=IN10 row=6 field=bd_fee raw='#VALUE!'
fail,dashboard_numeric_parse_error,IN110,IN10:7,sheet=IN10 row=7 field=bd_fee raw='#VALUE!'
fail,dashboard_numeric_parse_error,IN110,IN10:8,sheet=IN10 row=8 field=bd_fee raw='#VALUE!'
warn,commission_totals_ruled_diff_invested_amount,IN102,,dashboard=74881.5498 db=0.0 delta=-74881.5498 expected=-74881.5498
warn,commission_totals_ruled_diff_invested_amount,IN103,,dashboard=65000.0 db=45000.0 delta=-20000.0 expected=-20000.0
warn,commission_totals_ruled_diff_spread,IN103,,dashboard=499997.22284 db=249998.61 delta=-249998.61284 expected=-249998.61284
warn,commission_row_ruled_dashboard_override,IN103,IN3:3,investor=Zandera (Holdco) Limited introducer=Altras+Andrew basis=invested_amount expected_amount=15000.0 expected_rate=n/a dashboard_amount=30000.0 db_amount=15000.0 dashboard_rates=[300] db_rates=[300]
warn,commission_row_ruled_dashboard_override,IN103,IN3:3,investor=Zandera (Holdco) Limited introducer=Altras+Andrew basis=spread expected_amount=174999.03 expected_rate=n/a dashboard_amount=349998.06 db_amount=174999.03 dashboard_rates=[290] db_rates=[3500]
warn,commission_row_ruled_dashboard_override,IN103,IN3:3,investor=Zandera (Holdco) Limited introducer=Anand basis=invested_amount expected_amount=5000.0 expected_rate=n/a dashboard_amount=10000.0 db_amount=5000.0 dashboard_rates=[100] db_rates=[100]
warn,commission_row_ruled_dashboard_override,IN103,IN3:3,investor=Zandera (Holdco) Limited introducer=Anand basis=spread expected_amount=74999.58 expected_rate=n/a dashboard_amount=149999.17 db_amount=74999.58 dashboard_rates=[124] db_rates=[1500]
