severity,check,vehicle,row_ref,details
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=1319a62f-544e-45bf-a208-61041f9f1e34 introducer_id=d5e08d13-ebdf-4d8c-a218-ee50e2117c6f commission_base_sum=85157.0 funded_sum=0.0 delta=85157.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=24c96f5a-0b23-4e40-b562-c0570df12fd8 introducer_id=98fdce26-5a61-486e-a450-8e13dd4cfbf4 commission_base_sum=100000.0 funded_sum=150000.0 delta=-50000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=24c96f5a-0b23-4e40-b562-c0570df12fd8 introducer_id=d5e08d13-ebdf-4d8c-a218-ee50e2117c6f commission_base_sum=100000.0 funded_sum=150000.0 delta=-50000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=35af0245-05fb-4d6c-b17e-64d0d6b180f0 introducer_id=98fdce26-5a61-486e-a450-8e13dd4cfbf4 commission_base_sum=1414728.0 funded_sum=0.0 delta=1414728.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=40af6e6d-0fe7-4f4e-b430-c0119e7f439a introducer_id=d5e08d13-ebdf-4d8c-a218-ee50e2117c6f commission_base_sum=500000.0 funded_sum=0.0 delta=500000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=69075b7c-5dfd-4bd5-b8f7-e0757fe28d64 introducer_id=98fdce26-5a61-486e-a450-8e13dd4cfbf4 commission_base_sum=500000.0 funded_sum=1000000.0 delta=-500000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=69075b7c-5dfd-4bd5-b8f7-e0757fe28d64 introducer_id=d5e08d13-ebdf-4d8c-a218-ee50e2117c6f commission_base_sum=500000.0 funded_sum=1000000.0 delta=-500000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=8618f750-f156-4c86-a554-5905443e08fb introducer_id=98fdce26-5a61-486e-a450-8e13dd4cfbf4 commission_base_sum=1549144.8 funded_sum=0.0 delta=1549144.8
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=8618f750-f156-4c86-a554-5905443e08fb introducer_id=d5e08d13-ebdf-4d8c-a218-ee50e2117c6f commission_base_sum=1549144.8 funded_sum=0.0 delta=1549144.8
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=996ec13d-5df9-4b46-8581-29bf3880c052 introducer_id=d5e08d13-ebdf-4d8c-a218-ee50e2117c6f commission_base_sum=50000.0 funded_sum=100000.0 delta=-50000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=e7811d86-9e53-49b8-beb3-c3d5276c737c introducer_id=a2a0b0a1-817a-4039-bcbf-160b84f51567 commission_base_sum=4163030.12 funded_sum=0.0 delta=4163030.12
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=f3dabc56-d079-4536-9ad5-9e6b543aea21 introducer_id=a2a0b0a1-817a-4039-bcbf-160b84f51567 commission_base_sum=740372.0 funded_sum=2350372.0 delta=-1610000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC106,,deal_id=07eff085-9f1d-4e02-b1e2-d717817503f1 investor_id=f3dabc56-d079-4536-9ad5-9e6b543aea21 introducer_id=d5e08d13-ebdf-4d8c-a218-ee50e2117c6f commission_base_sum=684501.0 funded_sum=2350372.0 delta=-1665871.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC113,,deal_id=1e4061bd-6e36-4298-8e98-9fd55ab6a448 investor_id=02e7a81c-d5bf-4839-9776-f89ae320b586 introducer_id=b661243f-e6b4-41f1-b239-de4b197a689a commission_base_sum=1000000.0 funded_sum=0.0 delta=1000000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC113,,deal_id=1e4061bd-6e36-4298-8e98-9fd55ab6a448 investor_id=077277ca-fe09-45b0-9dd4-789fa3238f84 introducer_id=18aecf7f-4793-405d-b7f3-d9add75f8063 commission_base_sum=0.0 funded_sum=75000.0 delta=-75000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC113,,deal_id=1e4061bd-6e36-4298-8e98-9fd55ab6a448 investor_id=077277ca-fe09-45b0-9dd4-789fa3238f84 introducer_id=1e9af1ef-f4c5-4e73-b895-fe271ab6dc3d commission_base_sum=0.0 funded_sum=75000.0 delta=-75000.0
fail,commission_base_amount_vs_funded_amount_mismatch,VC113,,deal_id=1e4061bd-6e36-4298-8e98-9fd55ab6a448 investor_id=0938fe48-c579-4031-8fba-97b348218ddf introducer_id=18aecf7f-4793-405d-b7f3-d9add75f8063 commission_base_sum=0.0 funded_sum=105000.0 delta=-105000.0
